name,annotations,codepoints,emoji,synonyms
woman walking: medium skin tone,"hike, medium skin tone, walk, woman","[128694, 127997, 8205, 9792, 65039]",,"walk, walking, hike, stroll, strolling, hiking"
woman walking: medium-dark skin tone,"hike, medium-dark skin tone, walk, woman","[128694, 127998, 8205, 9792, 65039]",,"walk, walking, hike, stroll, strolling, hiking"
woman walking: dark skin tone,"dark skin tone, hike, walk, woman","[128694, 127999, 8205, 9792, 65039]",,"walk, walking, hike, stroll, strolling, hiking"
person running,"marathon, running",[127939],🏃,"run, marathon, escape, running, escaping"
person running: light skin tone,"light skin tone, marathon, running","[127939, 127995]",,"run, marathon, escape, running, escaping"
person running: medium-light skin tone,"marathon, medium-light skin tone, running","[127939, 127996]",,"run, marathon, escape, running, escaping"
person running: medium skin tone,"marathon, medium skin tone, running","[127939, 127997]",,"run, marathon, escape, running, escaping"
person running: medium-dark skin tone,"marathon, medium-dark skin tone, running","[127939, 127998]",,"run, marathon, escape, running, escaping"
person running: dark skin tone,"dark skin tone, marathon, running","[127939, 127999]",,"run, marathon, escape, running, escaping"
man running,"man, marathon, racing, running","[127939, 8205, 9794, 65039]",,"run, marathon, escape, running, escaping"
man running: light skin tone,"light skin tone, man, marathon, racing, running","[127939, 127995, 8205, 9794, 65039]",,"run, marathon, escape, running, escaping"
man running: medium-light skin tone,"man, marathon, medium-light skin tone, racing, running","[127939, 127996, 8205, 9794, 65039]",,"run, marathon, escape, running, escaping"
man running: medium skin tone,"man, marathon, medium skin tone, racing, running","[127939, 127997, 8205, 9794, 65039]",,"run, marathon, escape, running, escaping"
man running: medium-dark skin tone,"man, marathon, medium-dark skin tone, racing, running","[127939, 127998, 8205, 9794, 65039]",,"run, marathon, escape, running, escaping"
man running: dark skin tone,"dark skin tone, man, marathon, racing, running","[127939, 127999, 8205, 9794, 65039]",,"run, marathon, escape, running, escaping"
woman running,"marathon, racing, running, woman","[127939, 8205, 9792, 65039]",,"run, marathon, escape, running, escaping"
woman running: light skin tone,"light skin tone, marathon, racing, running, woman","[127939, 127995, 8205, 9792, 65039]",,"run, marathon, escape, running, escaping"
woman running: medium-light skin tone,"marathon, medium-light skin tone, racing, running, woman","[127939, 127996, 8205, 9792, 65039]",,"run, marathon, escape, running, escaping"
woman running: medium skin tone,"marathon, medium skin tone, racing, running, woman","[127939, 127997, 8205, 9792, 65039]",,"run, marathon, escape, running, escaping"
woman running: medium-dark skin tone,"marathon, medium-dark skin tone, racing, running, woman","[127939, 127998, 8205, 9792, 65039]",,"run, marathon, escape, running, escaping"
woman running: dark skin tone,"dark skin tone, marathon, racing, running, woman","[127939, 127999, 8205, 9792, 65039]",,"run, marathon, escape, running, escaping"
woman dancing,"dancing, woman",[128131],💃,"dance, dancing, ole"
woman dancing: light skin tone,"dancing, light skin tone, woman","[128131, 127995]",,"dance, dancing, ole"
woman dancing: medium-light skin tone,"dancing, medium-light skin tone, woman","[128131, 127996]",,"dance, dancing, ole"
woman dancing: medium skin tone,"dancing, medium skin tone, woman","[128131, 127997]",,"dance, dancing, ole"
woman dancing: medium-dark skin tone,"dancing, medium-dark skin tone, woman","[128131, 127998]",,"dance, dancing, ole"
woman dancing: dark skin tone,"dancing, dark skin tone, woman","[128131, 127999]",,"dance, dancing, ole"
man dancing,"dance, man",[128378],🕺,"dance, dancing, ole"
man dancing: light skin tone,"dance, light skin tone, man","[128378, 127995]",,"dance, dancing, ole"
man dancing: medium-light skin tone,"dance, man, medium-light skin tone","[128378, 127996]",,"dance, dancing, ole"
man dancing: medium skin tone,"dance, man, medium skin tone","[128378, 127997]",,"dance, dancing, ole"
man dancing: medium-dark skin tone,"dance, man, medium-dark skin tone","[128378, 127998]",,"dance, dancing, ole"
man dancing: dark skin tone,"dance, dark skin tone, man","[128378, 127999]",,"dance, dancing, ole"
people with bunny ears partying,"bunny ear, dancer, partying",[128111],👯,"dance, dancing, party, partying, celebrate, celebrating"
people with bunny ears partying: light skin tone,"bunny ear, dancer, light skin tone, partying","[128111, 127995]",,"dance, dancing, party, partying, celebrate, celebrating"
people with bunny ears partying: medium-light skin tone,"bunny ear, dancer, medium-light skin tone, partying","[128111, 127996]",,"dance, dancing, party, partying, celebrate, celebrating"
people with bunny ears partying: medium skin tone,"bunny ear, dancer, medium skin tone, partying","[128111, 127997]",,"dance, dancing, party, partying, celebrate, celebrating"
people with bunny ears partying: medium-dark skin tone,"bunny ear, dancer, medium-dark skin tone, partying","[128111, 127998]",,"dance, dancing, party, partying, celebrate, celebrating"
people with bunny ears partying: dark skin tone,"bunny ear, dancer, dark skin tone, partying","[128111, 127999]",,"dance, dancing, party, partying, celebrate, celebrating"
men with bunny ears partying,"bunny ear, dancer, men, partying","[128111, 8205, 9794, 65039]",,"dance, dancing, party, partying, celebrate, celebrating"
men with bunny ears partying: light skin tone,"bunny ear, dancer, light skin tone, men, partying","[128111, 127995, 8205, 9794, 65039]",,"dance, dancing, party, partying, celebrate, celebrating"
men with bunny ears partying: medium-light skin tone,"bunny ear, dancer, medium-light skin tone, men, partying","[128111, 127996, 8205, 9794, 65039]",,"dance, dancing, party, partying, celebrate, celebrating"
men with bunny ears partying: medium skin tone,"bunny ear, dancer, medium skin tone, men, partying","[128111, 127997, 8205, 9794, 65039]",,"dance, dancing, party, partying, celebrate, celebrating"
men with bunny ears partying: medium-dark skin tone,"bunny ear, dancer, medium-dark skin tone, men, partying","[128111, 127998, 8205, 9794, 65039]",,"dance, dancing, party, partying, celebrate, celebrating"
men with bunny ears partying: dark skin tone,"bunny ear, dancer, dark skin tone, men, partying","[128111, 127999, 8205, 9794, 65039]",,"dance, dancing, party, partying, celebrate, celebrating"
women with bunny ears partying,"bunny ear, dancer, partying, women","[128111, 8205, 9792, 65039]",,"dance, dancing, party, partying, celebrate, celebrating"
women with bunny ears partying: light skin tone,"bunny ear, dancer, light skin tone, partying, women","[128111, 127995, 8205, 9792, 65039]",,"dance, dancing, party, partying, celebrate, celebrating"
women with bunny ears partying: medium-light skin tone,"bunny ear, dancer, medium-light skin tone, partying, women","[128111, 127996, 8205, 9792, 65039]",,"dance, dancing, party, partying, celebrate, celebrating"
women with bunny ears partying: medium skin tone,"bunny ear, dancer, medium skin tone, partying, women","[128111, 127997, 8205, 9792, 65039]",,"dance, dancing, party, partying, celebrate, celebrating"
women with bunny ears partying: medium-dark skin tone,"bunny ear, dancer, medium-dark skin tone, partying, women","[128111, 127998, 8205, 9792, 65039]",,"dance, dancing, party, partying, celebrate, celebrating"
women with bunny ears partying: dark skin tone,"bunny ear, dancer, dark skin tone, partying, women","[128111, 127999, 8205, 9792, 65039]",,"dance, dancing, party, partying, celebrate, celebrating"
man in business suit levitating,"business, man, suit",[128372],🕴,"levitate, levitating, businessman, suit"
man in business suit levitating: light skin tone,"business, light skin tone, man, suit","[128372, 127995]",,"levitate, levitating, businessman, suit"
man in business suit levitating: medium-light skin tone,"business, man, medium-light skin tone, suit","[128372, 127996]",,"levitate, levitating, businessman, suit"
man in business suit levitating: medium skin tone,"business, man, medium skin tone, suit","[128372, 127997]",,"levitate, levitating, businessman, suit"
man in business suit levitating: medium-dark skin tone,"business, man, medium-dark skin tone, suit","[128372, 127998]",,"levitate, levitating, businessman, suit"
man in business suit levitating: dark skin tone,"business, dark skin tone, man, suit","[128372, 127999]",,"levitate, levitating, businessman, suit"
speaking head,"face, head, silhouette, speak, speaking",[128483],🗣,"silhouette, speak, speaking, head"
bust in silhouette,"bust, silhouette",[128100],👤,"bust, silhouette"
busts in silhouette,"bust, silhouette",[128101],👥,"bust, silhouette"
person fencing,"fencer, fencing, sword",[129338],🤺,"fencing, sword"
horse racing,"horse, jockey, racehorse, racing",[127943],🏇,"horse, racing, horse racing, jockey, racehorse, race"
horse racing: light skin tone,"horse, jockey, light skin tone, racehorse, racing","[127943, 127995]",,"horse, racing, horse racing, jockey, racehorse, race"
horse racing: medium-light skin tone,"horse, jockey, medium-light skin tone, racehorse, racing","[127943, 127996]",,"horse, racing, horse racing, jockey, racehorse, race"
horse racing: medium skin tone,"horse, jockey, medium skin tone, racehorse, racing","[127943, 127997]",,"horse, racing, horse racing, jockey, racehorse, race"
horse racing: medium-dark skin tone,"horse, jockey, medium-dark skin tone, racehorse, racing","[127943, 127998]",,"horse, racing, horse racing, jockey, racehorse, race"
horse racing: dark skin tone,"dark skin tone, horse, jockey, racehorse, racing","[127943, 127999]",,"horse, racing, horse racing, jockey, racehorse, race"
skier,"ski, snow",[9975],⛷,"ski, skier, snow, sport, skiing "
snowboarder,"ski, snow, snowboard",[127938],🏂,"snow, sport, snowboard, snowboarder, snowboarding"
snowboarder: light skin tone,"light skin tone, ski, snow, snowboard","[127938, 127995]",,"snow, sport, snowboard, snowboarder, snowboarding"
snowboarder: medium-light skin tone,"medium-light skin tone, ski, snow, snowboard","[127938, 127996]",,"snow, sport, snowboard, snowboarder, snowboarding"
snowboarder: medium skin tone,"medium skin tone, ski, snow, snowboard","[127938, 127997]",,"snow, sport, snowboard, snowboarder, snowboarding"
snowboarder: medium-dark skin tone,"medium-dark skin tone, ski, snow, snowboard","[127938, 127998]",,"snow, sport, snowboard, snowboarder, snowboarding"
snowboarder: dark skin tone,"dark skin tone, ski, snow, snowboard","[127938, 127999]",,"snow, sport, snowboard, snowboarder, snowboarding"
person golfing,"ball, golf",[127948],🏌,"golf, golfer, golfing"
person golfing: light skin tone,"ball, golf, light skin tone","[127948, 127995]",,"golf, golfer, golfing"
person golfing: medium-light skin tone,"ball, golf, medium-light skin tone","[127948, 127996]",,"golf, golfer, golfing"
person golfing: medium skin tone,"ball, golf, medium skin tone","[127948, 127997]",,"golf, golfer, golfing"
person golfing: medium-dark skin tone,"ball, golf, medium-dark skin tone","[127948, 127998]",,"golf, golfer, golfing"
person golfing: dark skin tone,"ball, dark skin tone, golf","[127948, 127999]",,"golf, golfer, golfing"
man golfing,"golf, man","[127948, 65039, 8205, 9794, 65039]",,"golf, golfer, golfing"
man golfing: light skin tone,"golf, light skin tone, man","[127948, 127995, 8205, 9794, 65039]",,"golf, golfer, golfing"
man golfing: medium-light skin tone,"golf, man, medium-light skin tone","[127948, 127996, 8205, 9794, 65039]",,"golf, golfer, golfing"
man golfing: medium skin tone,"golf, man, medium skin tone","[127948, 127997, 8205, 9794, 65039]",,"golf, golfer, golfing"
man golfing: medium-dark skin tone,"golf, man, medium-dark skin tone","[127948, 127998, 8205, 9794, 65039]",,"golf, golfer, golfing"
man golfing: dark skin tone,"dark skin tone, golf, man","[127948, 127999, 8205, 9794, 65039]",,"golf, golfer, golfing"
woman golfing,"golf, woman","[127948, 65039, 8205, 9792, 65039]",,"golf, golfer, golfing"
woman golfing: light skin tone,"golf, light skin tone, woman","[127948, 127995, 8205, 9792, 65039]",,"golf, golfer, golfing"
woman golfing: medium-light skin tone,"golf, medium-light skin tone, woman","[127948, 127996, 8205, 9792, 65039]",,"golf, golfer, golfing"
woman golfing: medium skin tone,"golf, medium skin tone, woman","[127948, 127997, 8205, 9792, 65039]",,"golf, golfer, golfing"
woman golfing: medium-dark skin tone,"golf, medium-dark skin tone, woman","[127948, 127998, 8205, 9792, 65039]",,"golf, golfer, golfing"
woman golfing: dark skin tone,"dark skin tone, golf, woman","[127948, 127999, 8205, 9792, 65039]",,"golf, golfer, golfing"
person surfing,surfing,[127940],🏄,"surf, surfing, surfer"
person surfing: light skin tone,"light skin tone, surfing","[127940, 127995]",,"surf, surfing, surfer"
person surfing: medium-light skin tone,"medium-light skin tone, surfing","[127940, 127996]",,"surf, surfing, surfer"
person surfing: medium skin tone,"medium skin tone, surfing","[127940, 127997]",,"surf, surfing, surfer"
person surfing: medium-dark skin tone,"medium-dark skin tone, surfing","[127940, 127998]",,"surf, surfing, surfer"
person surfing: dark skin tone,"dark skin tone, surfing","[127940, 127999]",,"surf, surfing, surfer"
man surfing,"man, surfing","[127940, 8205, 9794, 65039]",,"surf, surfing, surfer"
man surfing: light skin tone,"light skin tone, man, surfing","[127940, 127995, 8205, 9794, 65039]",,"surf, surfing, surfer"
man surfing: medium-light skin tone,"man, medium-light skin tone, surfing","[127940, 127996, 8205, 9794, 65039]",,"surf, surfing, surfer"
man surfing: medium skin tone,"man, medium skin tone, surfing","[127940, 127997, 8205, 9794, 65039]",,"surf, surfing, surfer"
man surfing: medium-dark skin tone,"man, medium-dark skin tone, surfing","[127940, 127998, 8205, 9794, 65039]",,"surf, surfing, surfer"
man surfing: dark skin tone,"dark skin tone, man, surfing","[127940, 127999, 8205, 9794, 65039]",,"surf, surfing, surfer"
